"part","FX_Thing","partnumber","testTime","testMonth","testDay","testYear","testHour","testMinute","metricName","metricispass","metricValue","yearWeek"
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:44:07.000,5,20,2024,5,44,"6208 Cage Failure",1,58.752182,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:44:07.000,5,20,2024,5,44,Max,1,554.625916,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:44:07.000,5,20,2024,5,44,Torque Inverter Side,1,311.259369,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:45:48.000,5,20,2024,5,45,Motor 1st Ord Max,1,0.144327,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:45:48.000,5,20,2024,5,45,Motor 2nd Order Max,1,0.032985,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:45:48.000,5,20,2024,5,45,Motor 1st Ord Avg,1,0.082564,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:45:48.000,5,20,2024,5,45,Motor 2nd Ord Avg,1,0.019896,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:45:48.000,5,20,2024,5,45,Motor 3rd Ord Avg,1,0.008087,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:45:48.000,5,20,2024,5,45,Motor 4th Ord Avg,1,0.054458,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:45:48.000,5,20,2024,5,45,Growl 4-6,1,0.073476,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:45:48.000,5,20,2024,5,45,DI Alert,1,0.000000,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:45:48.000,5,20,2024,5,45,Motor 3.6th Ord Avg,1,0.015335,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:45:48.000,5,20,2024,5,45,CH/Input Bearing Race Defect,1,1.239352,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:45:48.000,5,20,2024,5,45,CH/Input Bearing Ball Defect,1,1.216186,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:45:48.000,5,20,2024,5,45,CH Inter Bearing Race Defect,1,1.473363,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:45:48.000,5,20,2024,5,45,CH Inter Bearing Ball Defect,1,1.153543,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:45:48.000,5,20,2024,5,45,Inv Gear Side Tach Noise,1,-1.823872,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:45:48.000,5,20,2024,5,45,Inv Gear Tack Skipping,1,3470.000000,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:45:48.000,5,20,2024,5,45,"6308 Bearing Inner Race Defect",1,1.744407,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:46:57.000,5,20,2024,5,46,A2 78 TSwp Coast Grms,1,0.002220,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:46:57.000,5,20,2024,5,46,A1 78 TSwp Drive Grms,1,0.005840,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:46:57.000,5,20,2024,5,46,A1 243 Tswp Coast Grms,1,0.030608,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:46:57.000,5,20,2024,5,46,A1 243 Tswp Drive Grms-600Nm,1,1.687270,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:46:57.000,5,20,2024,5,46,A1 TSwp Coast High Order Limit,1,-1.000000,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:46:57.000,5,20,2024,5,46,A1 TSwp Drive High Order Limit,1,4.181736,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:46:57.000,5,20,2024,5,46,A1 TSwp Coast Low Order Limit,1,-1.000000,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:46:57.000,5,20,2024,5,46,A1 TSwp Drive Low Order Limit,1,-1.000000,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:46:57.000,5,20,2024,5,46,PosTorque Bias Range,1,207.830200,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:46:57.000,5,20,2024,5,46,PosTorque Bias Range,1,207.830200,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:46:57.000,5,20,2024,5,46,Torque Sweep Phase Gate Fault,1,0.000000,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:46:57.000,5,20,2024,5,46,Stator Temp Delta,1,0.741736,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:46:57.000,5,20,2024,5,46,Torque_Range_Satisfied,1,1952.195068,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:46:57.000,5,20,2024,5,46,Input Gear Clicking,1,3.188060,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:46:57.000,5,20,2024,5,46,Intermediate Gear Clicking,1,2.578549,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:46:57.000,5,20,2024,5,46,Output Gear Clicking,1,2.449639,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:46:57.000,5,20,2024,5,46,Coolant Flow Rate,1,18.746166,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:46:57.000,5,20,2024,5,46,Coolant Pressure,1,32.015045,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:46:57.000,5,20,2024,5,46,"Coolant ""Power""",1,13.268879,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:46:57.000,5,20,2024,5,46,RPM Inverter Side,1,618.403259,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:46:57.000,5,20,2024,5,46,Torque Inverter Side,1,280.844910,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:46:57.000,5,20,2024,5,46,Intermediate Gear Clicking Negative,1,0.072868,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:46:57.000,5,20,2024,5,46,Intermediate Gear Clicking Positive,1,0.138543,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:46:57.000,5,20,2024,5,46,Input Gear Clicking Negative,1,0.017945,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:46:57.000,5,20,2024,5,46,Input Gear Clicking Positive,1,0.009097,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:46:57.000,5,20,2024,5,46,Output Gear Clicking Negative,1,0.055480,21
P1025598-01-U-ST15H0101126R1,P1025598-01-U:ST15H0101126R1,"1025598-01-U",2024-05-20 05:46:57.000,5,20,2024,5,46,Output Gear Clicking Positive,1,0.045264,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:17:51.000,5,20,2024,7,17,"6208 Cage Failure",1,58.967339,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:17:51.000,5,20,2024,7,17,Max,1,556.819580,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:17:51.000,5,20,2024,7,17,Torque Inverter Side,1,311.832794,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:19:32.000,5,20,2024,7,19,Motor 1st Ord Max,1,0.063495,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:19:32.000,5,20,2024,7,19,Motor 2nd Order Max,1,0.294976,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:19:32.000,5,20,2024,7,19,Motor 1st Ord Avg,1,0.045718,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:19:32.000,5,20,2024,7,19,Motor 2nd Ord Avg,1,0.197830,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:19:32.000,5,20,2024,7,19,Motor 3rd Ord Avg,0,0.196387,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:19:32.000,5,20,2024,7,19,Motor 4th Ord Avg,1,0.108606,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:19:32.000,5,20,2024,7,19,Growl 4-6,1,0.187138,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:19:32.000,5,20,2024,7,19,DI Alert,1,0.000000,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:19:32.000,5,20,2024,7,19,Motor 3.6th Ord Avg,1,0.014799,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:19:32.000,5,20,2024,7,19,CH/Input Bearing Race Defect,1,1.257824,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:19:32.000,5,20,2024,7,19,CH/Input Bearing Ball Defect,1,1.261081,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:19:32.000,5,20,2024,7,19,CH Inter Bearing Race Defect,1,1.432119,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:19:32.000,5,20,2024,7,19,CH Inter Bearing Ball Defect,1,1.142942,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:19:32.000,5,20,2024,7,19,Inv Gear Side Tach Noise,1,-1.423549,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:19:32.000,5,20,2024,7,19,Inv Gear Tack Skipping,1,3214.000000,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:19:32.000,5,20,2024,7,19,"6308 Bearing Inner Race Defect",1,3.274585,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:20:41.000,5,20,2024,7,20,A2 78 TSwp Coast Grms,1,0.011578,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:20:41.000,5,20,2024,7,20,A1 78 TSwp Drive Grms,1,0.005602,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:20:41.000,5,20,2024,7,20,A1 243 Tswp Coast Grms,1,0.051912,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:20:41.000,5,20,2024,7,20,A1 243 Tswp Drive Grms-600Nm,1,1.746540,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:20:41.000,5,20,2024,7,20,A1 TSwp Coast High Order Limit,1,-1.000000,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:20:41.000,5,20,2024,7,20,A1 TSwp Drive High Order Limit,1,-1.000000,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:20:41.000,5,20,2024,7,20,A1 TSwp Coast Low Order Limit,1,-1.000000,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:20:41.000,5,20,2024,7,20,A1 TSwp Drive Low Order Limit,1,-1.000000,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:20:41.000,5,20,2024,7,20,PosTorque Bias Range,1,182.311615,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:20:41.000,5,20,2024,7,20,PosTorque Bias Range,1,182.311615,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:20:41.000,5,20,2024,7,20,Torque Sweep Phase Gate Fault,1,0.000000,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:20:41.000,5,20,2024,7,20,Stator Temp Delta,1,0.051653,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:20:41.000,5,20,2024,7,20,Torque_Range_Satisfied,1,1870.199951,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:20:41.000,5,20,2024,7,20,Input Gear Clicking,1,2.603521,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:20:41.000,5,20,2024,7,20,Intermediate Gear Clicking,1,2.579730,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:20:41.000,5,20,2024,7,20,Output Gear Clicking,1,2.547959,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:20:41.000,5,20,2024,7,20,Coolant Flow Rate,1,19.624594,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:20:41.000,5,20,2024,7,20,Coolant Pressure,1,31.594046,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:20:41.000,5,20,2024,7,20,"Coolant ""Power""",1,11.969452,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:20:41.000,5,20,2024,7,20,RPM Inverter Side,1,617.474548,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:20:41.000,5,20,2024,7,20,Torque Inverter Side,1,281.512054,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:20:41.000,5,20,2024,7,20,Intermediate Gear Clicking Negative,1,0.028944,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:20:41.000,5,20,2024,7,20,Intermediate Gear Clicking Positive,1,0.039091,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:20:41.000,5,20,2024,7,20,Input Gear Clicking Negative,1,0.006580,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:20:41.000,5,20,2024,7,20,Input Gear Clicking Positive,1,0.004890,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:20:41.000,5,20,2024,7,20,Output Gear Clicking Negative,1,0.041123,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:20:41.000,5,20,2024,7,20,Output Gear Clicking Positive,1,0.442426,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:23:19.000,5,20,2024,7,23,"6208 Cage Failure",1,58.452423,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:23:19.000,5,20,2024,7,23,Max,1,557.783569,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:23:19.000,5,20,2024,7,23,Torque Inverter Side,1,317.002533,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:25:00.000,5,20,2024,7,25,Motor 1st Ord Max,1,0.086932,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:25:00.000,5,20,2024,7,25,Motor 2nd Order Max,1,0.237729,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:25:00.000,5,20,2024,7,25,Motor 1st Ord Avg,1,0.052594,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:25:00.000,5,20,2024,7,25,Motor 2nd Ord Avg,1,0.130265,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:25:00.000,5,20,2024,7,25,Motor 3rd Ord Avg,1,0.117415,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:25:00.000,5,20,2024,7,25,Motor 4th Ord Avg,1,0.097330,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:25:00.000,5,20,2024,7,25,Growl 4-6,1,0.157631,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:25:00.000,5,20,2024,7,25,DI Alert,1,0.000000,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:25:00.000,5,20,2024,7,25,Motor 3.6th Ord Avg,1,0.015405,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:25:00.000,5,20,2024,7,25,CH/Input Bearing Race Defect,1,1.274031,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:25:00.000,5,20,2024,7,25,CH/Input Bearing Ball Defect,1,1.254526,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:25:00.000,5,20,2024,7,25,CH Inter Bearing Race Defect,1,1.437977,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:25:00.000,5,20,2024,7,25,CH Inter Bearing Ball Defect,1,1.121506,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:25:00.000,5,20,2024,7,25,Inv Gear Side Tach Noise,1,-1.303002,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:25:00.000,5,20,2024,7,25,Inv Gear Tack Skipping,1,3180.000000,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:25:00.000,5,20,2024,7,25,"6308 Bearing Inner Race Defect",1,3.028512,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:26:10.000,5,20,2024,7,26,A2 78 TSwp Coast Grms,1,0.006974,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:26:10.000,5,20,2024,7,26,A1 78 TSwp Drive Grms,1,0.004987,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:26:10.000,5,20,2024,7,26,A1 243 Tswp Coast Grms,1,0.032626,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:26:10.000,5,20,2024,7,26,A1 243 Tswp Drive Grms-600Nm,1,1.270324,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:26:10.000,5,20,2024,7,26,A1 TSwp Coast High Order Limit,1,-1.000000,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:26:10.000,5,20,2024,7,26,A1 TSwp Drive High Order Limit,1,-1.000000,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:26:10.000,5,20,2024,7,26,A1 TSwp Coast Low Order Limit,1,-1.000000,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:26:10.000,5,20,2024,7,26,A1 TSwp Drive Low Order Limit,1,-1.000000,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:26:10.000,5,20,2024,7,26,PosTorque Bias Range,1,158.859299,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:26:10.000,5,20,2024,7,26,PosTorque Bias Range,1,158.859299,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:26:10.000,5,20,2024,7,26,Torque Sweep Phase Gate Fault,1,0.000000,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:26:10.000,5,20,2024,7,26,Stator Temp Delta,1,0.199637,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:26:10.000,5,20,2024,7,26,Torque_Range_Satisfied,1,1917.682983,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:26:10.000,5,20,2024,7,26,Input Gear Clicking,1,2.738452,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:26:10.000,5,20,2024,7,26,Intermediate Gear Clicking,1,2.651937,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:26:10.000,5,20,2024,7,26,Output Gear Clicking,1,2.463345,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:26:10.000,5,20,2024,7,26,Coolant Flow Rate,1,20.534874,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:26:10.000,5,20,2024,7,26,Coolant Pressure,1,31.130829,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:26:10.000,5,20,2024,7,26,"Coolant ""Power""",1,10.595956,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:26:10.000,5,20,2024,7,26,RPM Inverter Side,1,617.612122,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:26:10.000,5,20,2024,7,26,Torque Inverter Side,1,277.024933,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:26:10.000,5,20,2024,7,26,Intermediate Gear Clicking Negative,1,0.042201,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:26:10.000,5,20,2024,7,26,Intermediate Gear Clicking Positive,1,0.043542,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:26:10.000,5,20,2024,7,26,Input Gear Clicking Negative,1,0.006015,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:26:10.000,5,20,2024,7,26,Input Gear Clicking Positive,1,0.006001,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:26:10.000,5,20,2024,7,26,Output Gear Clicking Negative,1,0.063280,21
P1025598-01-U-ST14L0075881,P1025598-01-U:ST14L0075881,"1025598-01-U",2024-05-20 07:26:10.000,5,20,2024,7,26,Output Gear Clicking Positive,1,0.477666,21
P1025598-00-U-ST13D0012875R1,P1025598-00-U:ST13D0012875R1,"1025598-00-U",2024-05-20 08:02:38.000,5,20,2024,8,2,"6208 Cage Failure",0,59.626560,21
P1025598-00-U-ST13D0012875R1,P1025598-00-U:ST13D0012875R1,"1025598-00-U",2024-05-20 08:02:38.000,5,20,2024,8,2,Max,1,556.293152,21
P1025598-00-U-ST13D0012875R1,P1025598-00-U:ST13D0012875R1,"1025598-00-U",2024-05-20 08:02:38.000,5,20,2024,8,2,Torque Inverter Side,1,297.977661,21
P1025598-00-U-ST13D0012875R1,P1025598-00-U:ST13D0012875R1,"1025598-00-U",2024-05-20 08:04:19.000,5,20,2024,8,4,Motor 1st Ord Max,1,0.085318,21
P1025598-00-U-ST13D0012875R1,P1025598-00-U:ST13D0012875R1,"1025598-00-U",2024-05-20 08:04:19.000,5,20,2024,8,4,Motor 2nd Order Max,1,0.055529,21
P1025598-00-U-ST13D0012875R1,P1025598-00-U:ST13D0012875R1,"1025598-00-U",2024-05-20 08:04:19.000,5,20,2024,8,4,Motor 1st Ord Avg,1,0.045568,21
P1025598-00-U-ST13D0012875R1,P1025598-00-U:ST13D0012875R1,"1025598-00-U",2024-05-20 08:04:19.000,5,20,2024,8,4,Motor 2nd Ord Avg,1,0.031553,21
P1025598-00-U-ST13D0012875R1,P1025598-00-U:ST13D0012875R1,"1025598-00-U",2024-05-20 08:04:19.000,5,20,2024,8,4,Motor 3rd Ord Avg,1,0.006163,21
P1025598-00-U-ST13D0012875R1,P1025598-00-U:ST13D0012875R1,"1025598-00-U",2024-05-20 08:04:19.000,5,20,2024,8,4,Motor 4th Ord Avg,1,0.057426,21
P1025598-00-U-ST13D0012875R1,P1025598-00-U:ST13D0012875R1,"1025598-00-U",2024-05-20 08:04:19.000,5,20,2024,8,4,Growl 4-6,1,0.067459,21
P1025598-00-U-ST13D0012875R1,P1025598-00-U:ST13D0012875R1,"1025598-00-U",2024-05-20 08:04:19.000,5,20,2024,8,4,DI Alert,1,0.000000,21
P1025598-00-U-ST13D0012875R1,P1025598-00-U:ST13D0012875R1,"1025598-00-U",2024-05-20 08:04:19.000,5,20,2024,8,4,Motor 3.6th Ord Avg,1,0.007022,21
